Mode of entry,Month/Year,Visitor Origin,Country,Number of Visitors (Rounded to nearest hundred)
Road,August 2007,West South Central,United States,800
Road,August 2007,Mountain,United States,600
Road,August 2007,Pacific,United States,900
Road,August 2007,Overseas,Overseas,0
Air,September 2007,Atlantic Canada,Canada,"6,700"
Air,September 2007,Quebec,Canada,"3,500"
Air,September 2007,Ontario,Canada,"24,700"
Air,September 2007,Western Canada,Canada,"16,600"
Air,September 2007,New England (inc Maine),United States,"1,300"
Air,September 2007,Middle Atlantic,United States,"2,100"
Air,September 2007,East North Central,United States,"1,200"
Air,September 2007,West North Central,United States,500
Air,September 2007,South Atlantic,United States,"2,300"
Air,September 2007,East South Central,United States,400
Air,September 2007,West South Central,United States,800
Air,September 2007,Mountain,United States,500
Air,September 2007,Pacific,United States,"1,500"
Air,September 2007,United Kingdom,Overseas,"4,700"
Air,September 2007,Germany,Overseas,"2,000"
Air,September 2007,Other Europe,Overseas,"2,400"
Air,September 2007,Other Overseas,Overseas,"3,000"
Road,September 2007,Atlantic Canada,Canada,"100,700"
Road,September 2007,Quebec,Canada,"5,800"
Road,September 2007,Ontario,Canada,"24,300"
Road,September 2007,Western Canada,Canada,"3,200"
Road,September 2007,Maine (by road only),United States,"2,300"
Road,September 2007,Other New England,United States,"6,600"
Road,September 2007,Middle Atlantic,United States,"4,800"
Road,September 2007,East North Central,United States,"1,800"
Road,September 2007,West North Central,United States,600
Road,September 2007,South Atlantic,United States,"3,400"
Road,September 2007,East South Central,United States,400
Road,September 2007,West South Central,United States,600
Road,September 2007,Mountain,United States,600
Road,September 2007,Pacific,United States,900
Road,September 2007,Overseas,Overseas,0
Air,October 2007,Atlantic Canada,Canada,"7,700"
Air,October 2007,Quebec,Canada,"3,200"
Air,October 2007,Ontario,Canada,"23,000"
Air,October 2007,Western Canada,Canada,"17,200"
Air,October 2007,New England (inc Maine),United States,"1,500"
Air,October 2007,Middle Atlantic,United States,"1,600"
Air,October 2007,East North Central,United States,"1,200"
Air,October 2007,West North Central,United States,500
Air,October 2007,South Atlantic,United States,"2,100"
Air,October 2007,East South Central,United States,300
Air,October 2007,West South Central,United States,700
Air,October 2007,Mountain,United States,700
Air,October 2007,Pacific,United States,"1,700"
Air,October 2007,United Kingdom,Overseas,"3,300"
Air,October 2007,Germany,Overseas,"1,300"
Air,October 2007,Other Europe,Overseas,"2,100"
Air,October 2007,Other Overseas,Overseas,"1,900"
Road,October 2007,Atlantic Canada,Canada,"99,200"
Road,October 2007,Quebec,Canada,"3,300"
Road,October 2007,Western Canada,Canada,"1,600"
Road,October 2007,Maine (by road only),United States,"1,500"
Road,October 2007,Other New England,United States,"2,900"
Road,October 2007,Middle Atlantic,United States,"1,700"
Road,October 2007,East North Central,United States,900
Road,October 2007,West North Central,United States,400
Road,October 2007,South Atlantic,United States,"1,300"
Road,October 2007,East South Central,United States,300
Road,October 2007,West South Central,United States,200
Road,October 2007,Mountain,United States,200
Road,October 2007,Pacific,United States,400
Road,October 2007,Overseas,Overseas,0
Air,November 2007,Atlantic Canada,Canada,"6,400"
Air,November 2007,Quebec,Canada,"2,900"
Air,November 2007,Ontario,Canada,"15,700"
Air,November 2007,Western Canada,Canada,"6,400"
Air,November 2007,New England (inc Maine),United States,900
Air,November 2007,Middle Atlantic,United States,900
Air,November 2007,East North Central,United States,500
Air,November 2007,West North Central,United States,100
Air,November 2007,South Atlantic,United States,900
Air,November 2007,East South Central,United States,100
Air,November 2007,West South Central,United States,300
Air,November 2007,Mountain,United States,200
Air,November 2007,Pacific,United States,300
Air,November 2007,United Kingdom,Overseas,800
Air,November 2007,Germany,Overseas,400
Air,November 2007,Other Europe,Overseas,900
Air,November 2007,Other Overseas,Overseas,"1,400"
Road,November 2007,Atlantic Canada,Canada,"80,200"
Road,November 2007,Quebec,Canada,"1,600"
Road,November 2007,Ontario,Canada,"4,600"
Road,November 2007,Western Canada,Canada,600
Road,November 2007,Maine (by road only),United States,600
Road,November 2007,Other New England,United States,900
Road,November 2007,Middle Atlantic,United States,300
Road,November 2007,East North Central,United States,200
Road,November 2007,West North Central,United States,0
Road,November 2007,South Atlantic,United States,200
Road,November 2007,East South Central,United States,0
Road,November 2007,West South Central,United States,100
Road,November 2007,Mountain,United States,100
Road,November 2007,Pacific,United States,100
Road,November 2007,Overseas,Overseas,0
Air,December 2007,Atlantic Canada,Canada,"6,200"
Air,December 2007,Quebec,Canada,"3,100"
Air,December 2007,Ontario,Canada,"12,700"
Air,December 2007,Western Canada,Canada,"6,400"
Air,December 2007,New England (inc Maine),United States,800
Air,December 2007,Middle Atlantic,United States,800
Air,December 2007,East North Central,United States,200
Air,December 2007,West North Central,United States,200
Air,December 2007,South Atlantic,United States,900
Air,December 2007,East South Central,United States,100
Air,December 2007,West South Central,United States,200
Air,December 2007,Mountain,United States,300
Air,December 2007,Pacific,United States,500
Air,December 2007,United Kingdom,Overseas,"1,200"
Air,December 2007,Germany,Overseas,200
Air,December 2007,Other Europe,Overseas,600
Air,December 2007,Other Overseas,Overseas,"1,000"
Road,December 2007,Atlantic Canada,Canada,"67,000"
Road,December 2007,Quebec,Canada,800
Road,December 2007,Ontario,Canada,"3,600"
Road,December 2007,Western Canada,Canada,200
Road,December 2007,Maine (by road only),United States,400
Road,December 2007,Other New England,United States,500
Road,December 2007,Middle Atlantic,United States,100
Road,December 2007,East North Central,United States,100
Road,December 2007,West North Central,United States,0
Road,December 2007,South Atlantic,United States,100
Road,December 2007,East South Central,United States,0
Road,December 2007,West South Central,United States,0
Road,December 2007,Mountain,United States,0
Road,December 2007,Pacific,United States,0
Road,December 2007,Overseas,Overseas,0
Air,January 2008,Atlantic Canada,Canada,"8,100"
Air,January 2008,Quebec,Canada,"2,800"
Air,January 2008,Ontario,Canada,"13,900"
Air,January 2008,Western Canada,Canada,"10,300"
Air,January 2008,New England (inc Maine),United States,"1,000"
Air,January 2008,Middle Atlantic,United States,600
Air,January 2008,East North Central,United States,200
Air,January 2008,West North Central,United States,100
Air,January 2008,South Atlantic,United States,600
Air,January 2008,East South Central,United States,100
Air,January 2008,West South Central,United States,100
Air,January 2008,Mountain,United States,100
Air,January 2008,Pacific,United States,400
Air,January 2008,United Kingdom,Overseas,"1,300"
Air,January 2008,Germany,Overseas,200
Air,January 2008,Other Europe,Overseas,600
Air,January 2008,Other Overseas,Overseas,"1,300"
Road,January 2008,Atlantic Canada,Canada,"59,800"
Road,January 2008,Quebec,Canada,400
Road,January 2008,Ontario,Canada,"1,700"
Road,January 2008,Western Canada,Canada,200
Road,January 2008,Maine (by road only),United States,200
Road,January 2008,Other New England,United States,400
Road,January 2008,Middle Atlantic,United States,100
Road,January 2008,East North Central,United States,0
Road,January 2008,West North Central,United States,0
Road,January 2008,South Atlantic,United States,100
Road,January 2008,East South Central,United States,0
Road,January 2008,West South Central,United States,0
Road,January 2008,Mountain,United States,0
Road,January 2008,Pacific,United States,0
Road,January 2008,Overseas,Overseas,0
Air,February 2008,Atlantic Canada,Canada,"8,800"
Air,February 2008,Quebec,Canada,"2,800"
Air,February 2008,Ontario,Canada,"15,100"
Air,February 2008,Western Canada,Canada,"5,300"
Air,February 2008,New England (inc Maine),United States,900
Air,February 2008,Middle Atlantic,United States,600
Air,February 2008,East North Central,United States,300
Air,February 2008,West North Central,United States,100
Road,April 2008,Quebec,Canada,"1,200"
Air,February 2008,South Atlantic,United States,800
Air,February 2008,East South Central,United States,100
Air,February 2008,West South Central,United States,300
Air,February 2008,Mountain,United States,200
Air,February 2008,Pacific,United States,300
Air,February 2008,United Kingdom,Overseas,800
Air,February 2008,Germany,Overseas,500
Air,February 2008,Other Europe,Overseas,800
Air,February 2008,Other Overseas,Overseas,800
Road,February 2008,Atlantic Canada,Canada,"63,900"
Road,February 2008,Quebec,Canada,500
Road,February 2008,Ontario,Canada,"1,900"
Road,February 2008,Western Canada,Canada,100
Road,February 2008,Maine (by road only),United States,200
Road,February 2008,Other New England,United States,300
Road,February 2008,Middle Atlantic,United States,100
Road,February 2008,East North Central,United States,0
Road,February 2008,West North Central,United States,0
Road,February 2008,South Atlantic,United States,100
Road,February 2008,East South Central,United States,0
Road,February 2008,West South Central,United States,0
Road,February 2008,Mountain,United States,0
Road,February 2008,Pacific,United States,0
Road,February 2008,Overseas,Overseas,0
Air,March 2008,Atlantic Canada,Canada,"10,700"
Air,March 2008,Quebec,Canada,"4,100"
Air,March 2008,Ontario,Canada,"15,800"
Air,March 2008,Western Canada,Canada,"5,700"
Air,March 2008,New England (inc Maine),United States,"1,000"
Air,March 2008,Middle Atlantic,United States,"1,100"
Air,March 2008,East North Central,United States,600
Air,March 2008,West North Central,United States,600
Air,March 2008,South Atlantic,United States,900
Air,March 2008,East South Central,United States,100
Air,March 2008,West South Central,United States,400
Air,March 2008,Mountain,United States,300
Air,March 2008,Pacific,United States,900
Air,March 2008,United Kingdom,Overseas,600
Air,March 2008,Germany,Overseas,400
Air,March 2008,Other Europe,Overseas,"1,000"
Air,March 2008,Other Overseas,Overseas,700
Road,March 2008,Atlantic Canada,Canada,"71,600"
Road,March 2008,Quebec,Canada,900
Road,March 2008,Ontario,Canada,"3,700"
Road,March 2008,Western Canada,Canada,300
Road,March 2008,Maine (by road only),United States,400
Road,March 2008,Other New England,United States,400
Road,March 2008,Middle Atlantic,United States,200
Road,March 2008,East North Central,United States,100
Road,March 2008,West North Central,United States,0
Road,March 2008,South Atlantic,United States,100
Road,March 2008,East South Central,United States,0
Road,March 2008,West South Central,United States,0
Road,March 2008,Mountain,United States,0
Road,March 2008,Pacific,United States,0
Road,March 2008,Overseas,Overseas,0
Air,April 2008,Atlantic Canada,Canada,"8,200"
Air,April 2008,Quebec,Canada,"3,800"
Air,April 2008,Ontario,Canada,"15,400"
Air,April 2008,Western Canada,Canada,"7,300"
Air,April 2008,New England (inc Maine),United States,800
Air,April 2008,Middle Atlantic,United States,800
Air,April 2008,East North Central,United States,600
Air,April 2008,West North Central,United States,200
Air,April 2008,South Atlantic,United States,900
Air,April 2008,East South Central,United States,200
Air,April 2008,West South Central,United States,200
Air,April 2008,Mountain,United States,400
Air,April 2008,Pacific,United States,600
Air,April 2008,United Kingdom,Overseas,900
Air,April 2008,Germany,Overseas,400
Air,April 2008,Other Europe,Overseas,800
Air,April 2008,Other Overseas,Overseas,500
Road,April 2008,Atlantic Canada,Canada,"75,200"
Road,April 2008,Ontario,Canada,"4,700"
Road,April 2008,Western Canada,Canada,500
Road,April 2008,Maine (by road only),United States,600
Road,April 2008,Other New England,United States,800
Road,April 2008,Middle Atlantic,United States,300
Road,April 2008,East North Central,United States,200
Road,April 2008,West North Central,United States,0
Road,April 2008,South Atlantic,United States,400
Road,April 2008,East South Central,United States,0
Road,April 2008,West South Central,United States,0
Road,April 2008,Mountain,United States,0
Road,April 2008,Pacific,United States,0
Road,April 2008,Overseas,Overseas,0
Air,May 2008,Atlantic Canada,Canada,"8,100"
Air,May 2008,Quebec,Canada,"3,900"
Air,May 2008,Ontario,Canada,"25,400"
Air,May 2008,Western Canada,Canada,"12,500"
Air,May 2008,New England (inc Maine),United States,"1,100"
Air,May 2008,Middle Atlantic,United States,800
Air,May 2008,East North Central,United States,700
Air,May 2008,West North Central,United States,300
Air,May 2008,South Atlantic,United States,"1,500"
Air,May 2008,East South Central,United States,100
Air,May 2008,West South Central,United States,400
Air,May 2008,Mountain,United States,300
Air,May 2008,Pacific,United States,800
Air,May 2008,United Kingdom,Overseas,"1,900"
Air,May 2008,Germany,Overseas,"1,200"
Air,May 2008,Other Europe,Overseas,"2,300"
Air,May 2008,Other Overseas,Overseas,"2,300"
Road,May 2008,Atlantic Canada,Canada,"94,000"
Road,May 2008,Quebec,Canada,"2,400"
Road,May 2008,Ontario,Canada,"9,700"
Road,May 2008,Western Canada,Canada,"1,300"
Road,May 2008,Maine (by road only),United States,900
Road,May 2008,Other New England,United States,"1,600"
Road,May 2008,Middle Atlantic,United States,800
Road,May 2008,East North Central,United States,400
Road,May 2008,West North Central,United States,100
Road,May 2008,South Atlantic,United States,900
Road,May 2008,East South Central,United States,0
Road,May 2008,West South Central,United States,100
Road,May 2008,Mountain,United States,100
Road,May 2008,Pacific,United States,100
Road,May 2008,Overseas,Overseas,0
Air,June 2008,Atlantic Canada,Canada,"7,700"
Air,June 2008,Quebec,Canada,"3,800"
Air,June 2008,Ontario,Canada,"24,900"
Air,June 2008,Western Canada,Canada,"14,000"
Air,June 2008,New England (inc Maine),United States,900
Air,June 2008,Middle Atlantic,United States,"1,100"
